총점,회사,날짜,별점,요약,장점,단점,경영진에게
3.0,동국알앤에스(주),2020. 09,4점,"""부산에 있는 기업중에선 근무환경이 좋은 편인듯""","자유로운 연차사용
급여나 복지가 괜찮음
근무환경이 좋음
기업자체가 큰 성장은 어렵지만 안정적임","남성위주의 회사
여직원은 승진하기 어려운 분위기
업무 특성상 바쁠땐 너무 바빠서 야근이 잦았음
(But 업무조율하면 연차를 길게 사용가능)","군대문화를 조금 줄여줬으면
남직원 위주의 회사"
3.0,동국알앤에스(주),2019. 10,1점,"""경력을 쌓기엔 좋은 기업 이라 생각합니다ㅡ
첫직장이었습니다""","가족같은 분위기
워크샵으로 등산으로 감
팀장이 별로
야근이 많네용","불필요한 야근이 많음
팀장에 따라 다르겠지만 거의 야근 하는 편","야근은 집에서~
직원들이 개인생활 보장할수 있도록"
3.0,동국알앤에스(주),2019. 05,4점,"""항상 새로운 아이템개발 및 창의력을 중요시한다
발전가능성 있는 회사이며 배터리쪽 진출로 인해 더욱 기대됨""","회의하고 문제를 해결해 나감
문제 발생 시 책임을 묻기보다 해결에 초점을 마춤
연봉도 준수한편 (정확하진 않으나 초봉 3400정도)
야근강요 없음 퇴근시간 자유로운 분위기
신규 사업 투자에 적극적임","추가 근무수당 없음
주말 근무수당 없음
인원대비 업무량 많음
회사 내 부서별 업무분장이 이상함
부서별 업무강도 차이가 큼",1인이 진행하는 업무량 조절이 필요하고 채용에 적극적인 모습을 기대함
3.0,동국알앤에스(주),2019. 01,3점,"""보수적인 경향이 있고 비전이 없긴 했지만 마음 편하게 다니기는 나쁘지 않았음""",지방에 위치한 중소기업 치고는 연봉이 나쁘지 않았음. 사람들도 좋았음,자차 소유자가 아니면 다니기 힘든 위치였음. 보수적이고 군대문화가 강하다 느꼈음. 비전이 없어 커리어를 쌓기에는 힘듬,수평적인 기업 문화 도입이 필요하다 생각됨
3.0,동국알앤에스(주),2018. 07,3점,"""쏘쏘
열심히 하는사람 한테는 제대로 보상을 했으면 좋겠다""","또래가 많아 좋다
열심히 하는사람 한테는 제대로 보상을 했으면 좋겠다","팀장이 별로

열심히 하는사람 한테는 제대로 보상을 했으면 좋겠다","열심히 하는사람 한테는 제대로 보상을 했으면 좋겠다
오오"
3.0,동국알앤에스(주),2017. 02,5점,"""꾸준한 매출처가 있어서 튼튼한 기업
동국산업그룹사에 속해있는 기업""","동종업계 상위권
취미생활이 가능함
소통을 중요시함
기술연구소의 꾸준한 개발","공장마다의 색깔이 다름
비요업 특성상 공정환경이 지저분함","기업을 추천합니다.
각 공장이 흩어져 있으므로 만남을 통해 직원끼리 친목을
다졌으면 좋겠습니다."
3.0,동국알앤에스(주),2017. 02,3점,"""복지가 좋은편임 여성은 결혼후.직장생활지속이 힘들수있음""","주말근무 거의없음 팀별로 다른경우는 있지만.
주력 매출처가있어 튼실한기업
가족같은 분위기로 회사 사람들간 교류가좋음","보수적인 면이있음.
등산을 주기적으로 감 산 타는거싫어하신다면 고민해야할듯
계열사별 임금수준 다름",신규사업에대한 투자와 믿음이있었으면함
3.0,동국알앤에스(주),2017. 02,4점,"""대한민국의 발전과 함께한 기업
동종업계 매출 상위권""","퇴근 시간이 빠름
직원들의 분위기가 좋음
자기 능력이 있다면 성장이 가능한 회사
미래산업에 대한 대비
꾸준한 매출처가 있음
지속적인 기술연구소의 개발","경제성장에 영향을 많이 받는 분야 사업
근무지가 외각",본사와 공장이 떨어져있으므로 2달의 1번정도의 단합회로 단결력과 화합을 키웠으면 좋겠습니다.
3.0,동국알앤에스(주),2015. 08,2점,"""성장가능성 제로의 기업. 소통이 어려운 기업. 하지만 안정적..""","정시퇴근 가능..자기시간 많음..안정적인거 말곤 없음..
연봉은 평균은 되는듯","보수적 집단.
안이안 근무태도.
진급이 느림
.....","업무 분배가 정확하게 이루어지길
이대로라면 qc는 필요없지 않을까?"
3.0,동국알앤에스(주),2015. 02,2점,"""동국제강, 한국철강 계열의 수요자 위주의 성장 불가능한 회사""",정시 퇴근 하면 큰 실수를 하지 않는 한 부장까지는 해고 없습니다,보수적업무형태 여성직원의 직급 불가능,동기부여는 윗 사람 말듣는 것임
3.0,동국알앤에스(주),2014. 07,2점,"""성장할 기미가 안보이는 내화물. 개발 제품 또한 아직 성과가 미미한 수준.
서로와의 소통이 닫힌 옛날 기업""","빠른 퇴근이 가능.
월급은 꼬박꼬박 나옴
공장은 점심 저녁 나옴.","불경기 상황. 보너스 없음.
지나친 술문화.
부하 직원으로의 명령 하달식 문화.","소통이 되지 않고, 개발 또한 책임 회피에 급급하며,
관리직은 아랫사람에게 강제적이며 공격적임."
날 괴롭힌 삭제된 댓글,동국알앤에스(주),전남,,,,,
